Iter     Function value   Gradient norm 
     0    -3.152985e+00     3.229714e-03
    51    -3.153532e+00     2.363389e-03
 * time: 290.11334109306335
    52    -3.153564e+00     1.891436e-03
 * time: 295.58967304229736
    53    -3.153604e+00     2.784535e-03
 * time: 300.9756050109863
    54    -3.153630e+00     1.031348e-03
 * time: 306.4507460594177
    55    -3.153665e+00     1.645461e-03
 * time: 311.89877104759216
    56    -3.153701e+00     1.470190e-03
 * time: 317.38840508461
    57    -3.153725e+00     1.072119e-03
 * time: 322.8082480430603
    58    -3.153751e+00     1.557555e-03
 * time: 328.290864944458
    59    -3.153763e+00     1.939668e-03
 * time: 333.8757269382477
    60    -3.153780e+00     6.230216e-04
 * time: 339.29018807411194
    61    -3.153788e+00     6.202487e-04
 * time: 344.956209897995
    62    -3.153798e+00     1.200627e-03
 * time: 350.59380888938904
    63    -3.153815e+00     1.433441e-03
 * time: 356.3871750831604
    64    -3.153829e+00     4.919054e-03
 * time: 362.03235697746277
    65    -3.153845e+00     2.388556e-03
 * time: 367.74779891967773
    66    -3.153860e+00     1.623391e-03
 * time: 373.556058883667
    67    -3.153874e+00     1.342920e-03
 * time: 379.1700210571289
    68    -3.153879e+00     8.642694e-03
 * time: 384.8997321128845
    69    -3.153910e+00     1.384270e-03
 * time: 390.57476592063904
    70    -3.153919e+00     7.399176e-04
 * time: 396.3468680381775
    71    -3.153929e+00     1.639632e-03
 * time: 402.00149488449097
    72    -3.153945e+00     9.423913e-04
 * time: 407.70897603034973
    73    -3.153965e+00     3.156983e-03
 * time: 413.4900848865509
    74    -3.153978e+00     1.234534e-03
 * time: 419.1580820083618
    75    -3.153989e+00     2.320668e-03
 * time: 424.89772605895996
    Energy Error: 0.09077453386155465

    76    -3.153998e+00     6.081367e-04
 * time: 430.71308994293213
    77    -3.154008e+00     2.072735e-03
 * time: 436.3711369037628
    78    -3.154023e+00     1.138680e-03
 * time: 442.0837869644165
    79    -3.154039e+00     1.426589e-03
 * time: 447.7984070777893
    80    -3.154056e+00     1.078327e-03
 * time: 453.5688269138336
    81    -3.154080e+00     2.213216e-03
 * time: 459.18572902679443
    82    -3.154093e+00     6.315291e-03
 * time: 464.8757619857788
    83    -3.154113e+00     9.147829e-04
 * time: 470.65490102767944
    84    -3.154126e+00     8.710978e-04
 * time: 476.3530340194702
    85    -3.154138e+00     5.604573e-03
 * time: 482.08350801467896
    86    -3.154155e+00     5.895675e-03
 * time: 487.8082950115204
    87    -3.154173e+00     1.546908e-03
 * time: 493.5944719314575
    88    -3.154198e+00     8.073006e-04
 * time: 499.1736578941345
    89    -3.154221e+00     2.133126e-03
 * time: 504.9037311077118
    90    -3.154254e+00     1.442951e-03
 * time: 510.67831897735596
    91    -3.154284e+00     1.437796e-03
 * time: 516.3350410461426
    92    -3.154315e+00     1.660016e-03
 * time: 522.0649061203003
    93    -3.154372e+00     2.543805e-03
 * time: 527.7591009140015
    94    -3.154405e+00     6.421700e-03
 * time: 533.4761641025543
    95    -3.154443e+00     1.336776e-03
 * time: 539.1369938850403
    96    -3.154477e+00     1.662051e-03
 * time: 544.8255701065063
    97    -3.154506e+00     6.862156e-03
 * time: 550.6049740314484
    98    -3.154518e+00     2.901751e-02
 * time: 556.2243189811707
    99    -3.154560e+00     1.440524e-03
 * time: 561.9555010795593
   100    -3.154573e+00     2.931116e-03
 * time: 567.7501339912415
    Energy Error: 0.09019134510512217

    Energy Error: 0.09019134510512217

