Iter     Function value   Gradient norm 
     0    -2.124260e+00     2.172089e-02
 * time: 149.85459995269775
    42    -2.136540e+00     8.034351e-03
 * time: 152.56909489631653
    43    -2.136694e+00     1.424268e-02
 * time: 155.29533004760742
    44    -2.136967e+00     2.080893e-02
 * time: 158.0402009487152
    45    -2.137193e+00     5.475887e-02
 * time: 160.79032802581787
    46    -2.137381e+00     1.005693e-02
 * time: 163.52063488960266
    47    -2.137465e+00     8.279316e-03
 * time: 166.24916696548462
    48    -2.137583e+00     1.925079e-02
 * time: 168.99330186843872
    49    -2.137712e+00     6.201290e-03
 * time: 171.7324538230896
    50    -2.137830e+00     1.190288e-02
 * time: 174.46001887321472
    Energy Error: 0.04248697772746368

    51    -2.137974e+00     5.779401e-03
 * time: 177.21608591079712
    52    -2.138063e+00     1.019259e-02
 * time: 179.95620799064636
    53    -2.138172e+00     4.926234e-03
 * time: 182.71356391906738
    54    -2.138238e+00     1.811089e-02
 * time: 185.4199960231781
    55    -2.138293e+00     5.786265e-03
 * time: 188.14767789840698
    56    -2.138351e+00     8.255947e-03
 * time: 190.87714886665344
    57    -2.138389e+00     6.270669e-02
 * time: 193.62147188186646
    58    -2.138467e+00     8.945656e-03
 * time: 196.36795592308044
    59    -2.138502e+00     8.653387e-03
 * time: 199.11232995986938
    60    -2.138563e+00     2.537435e-02
 * time: 201.85552883148193
    61    -2.138649e+00     2.364021e-02
 * time: 204.5879349708557
    62    -2.138723e+00     4.320370e-02
 * time: 210.0344159603119
    63    -2.138853e+00     1.567361e-02
 * time: 212.79164600372314
    64    -2.138945e+00     4.687895e-03
 * time: 215.4933009147644
    65    -2.139018e+00     1.379751e-02
 * time: 218.19971799850464
    66    -2.139110e+00     1.275796e-02
 * time: 220.89132595062256
    67    -2.139134e+00     1.933026e-02
 * time: 231.79870986938477
    68    -2.139163e+00     1.745652e-02
 * time: 250.9070029258728
    69    -2.139167e+00     3.215108e-02
 * time: 253.62376594543457
    70    -2.139368e+00     3.716301e-02
 * time: 256.3367748260498
    71    -2.139494e+00     8.013775e-03
 * time: 259.0711259841919
    72    -2.139541e+00     1.252181e-02
 * time: 261.8142240047455
    73    -2.139623e+00     3.304562e-02
 * time: 264.54017996788025
    74    -2.139677e+00     1.465576e-02
 * time: 272.7616038322449
    75    -2.139680e+00     1.379747e-02
 * time: 310.97993183135986
    Energy Error: 0.04063481923722456

    76    -2.139778e+00     4.910117e-02
 * time: 313.6809649467468
    77    -2.139797e+00     1.518035e-02
 * time: 316.39422702789307
    78    -2.139855e+00     1.272346e-02
 * time: 319.1490409374237
    79    -2.139939e+00     2.343382e-02
 * time: 321.9003539085388
    80    -2.140070e+00     3.901869e-02
 * time: 324.6337208747864
    81    -2.140105e+00     3.224747e-02
 * time: 357.2688798904419
    82    -2.140108e+00     3.203331e-02
 * time: 422.6220450401306
    83    -2.140170e+00     2.261390e-02
 * time: 428.07274198532104
    84    -2.140201e+00     1.507576e-02
 * time: 433.5081799030304
    85    -2.140234e+00     2.472722e-02
 * time: 436.22707200050354
    86    -2.140293e+00     1.828123e-02
 * time: 438.9344048500061
    87    -2.140640e+00     8.915753e-03
 * time: 441.6959459781647
    88    -2.140724e+00     2.697341e-02
 * time: 444.4174988269806
    89    -2.140793e+00     1.560214e-02
 * time: 452.5021529197693
    90    -2.140798e+00     1.434146e-02
 * time: 487.78953289985657
    91    -2.140961e+00     1.374618e-02
 * time: 490.4838008880615
    92    -2.140966e+00     8.906165e-03
 * time: 504.0082588195801
    93    -2.141031e+00     1.435125e-02
 * time: 506.7084789276123
    94    -2.141108e+00     1.471478e-02
 * time: 509.4027829170227
    95    -2.141167e+00     1.245548e-02
 * time: 522.9774098396301
    96    -2.141190e+00     1.072017e-02
 * time: 536.5227439403534
    97    -2.141397e+00     6.009082e-03
 * time: 541.9964740276337
    98    -2.141415e+00     6.918065e-03
 * time: 577.2959179878235
    99    -2.141417e+00     6.927120e-03
 * time: 628.9645390510559
   100    -2.141456e+00     7.326544e-03
 * time: 645.2543058395386
    Energy Error: 0.038817023484581714

    Energy Error: 0.038817023484581714

