Iter     Function value   Gradient norm 
     0    -3.152985e+00     3.946540e-03
 * time: 1886.2514531612396
    53    -3.155624e+00     1.419247e-02
 * time: 1921.8832321166992
    54    -3.155754e+00     1.809668e-02
 * time: 1957.7299201488495
    55    -3.155774e+00     3.440434e-02
 * time: 1993.410590171814
    56    -3.155944e+00     1.228131e-02
 * time: 2029.216989994049
    57    -3.155998e+00     3.493172e-03
 * time: 2064.780783176422
    58    -3.156053e+00     9.870771e-03
 * time: 2100.4406640529633
    59    -3.156104e+00     2.191711e-02
 * time: 2136.3078429698944
    60    -3.156155e+00     1.146833e-02
 * time: 2171.9613089561462
    61    -3.156207e+00     3.983694e-03
 * time: 2207.3715040683746
    62    -3.156273e+00     2.030907e-02
 * time: 2242.769014120102
    63    -3.156335e+00     2.759295e-02
 * time: 2278.20600605011
    64    -3.156408e+00     8.532318e-03
 * time: 2313.600739002228
    65    -3.156459e+00     1.385878e-02
 * time: 2349.0058829784393
    66    -3.156562e+00     1.232825e-02
 * time: 2384.630388021469
    67    -3.156584e+00     5.152455e-02
 * time: 2420.0284609794617
    68    -3.156704e+00     6.513232e-03
 * time: 2455.3838319778442
    69    -3.156739e+00     4.765200e-03
 * time: 2491.022847175598
    70    -3.156790e+00     1.208233e-02
 * time: 2526.646087169647
    71    -3.156847e+00     1.391085e-02
 * time: 2562.3233070373535
    72    -3.156902e+00     1.643461e-02
 * time: 2597.8702189922333
    73    -3.156952e+00     5.360736e-03
 * time: 2633.707738161087
    74    -3.156991e+00     1.214643e-02
 * time: 2669.316766023636
    75    -3.157037e+00     1.911406e-02
 * time: 2704.9210250377655
    Energy Error: 0.08772649953146949

    76    -3.157063e+00     4.579982e-02
 * time: 2740.5242309570312
    77    -3.157127e+00     7.044227e-03
 * time: 2775.984482049942
    78    -3.157147e+00     9.427759e-03
 * time: 2811.306128025055
    79    -3.157188e+00     7.623408e-03
 * time: 2846.4590380191803
    80    -3.157228e+00     2.312662e-02
 * time: 2881.9419260025024
    81    -3.157263e+00     1.222527e-02
 * time: 2917.4154031276703
    82    -3.157280e+00     3.566223e-03
 * time: 2952.778542995453
    83    -3.157298e+00     3.784824e-03
 * time: 2988.371701002121
    84    -3.157311e+00     1.224408e-02
 * time: 3023.920094013214
    85    -3.157330e+00     8.017460e-03
 * time: 3059.6464030742645
    86    -3.157357e+00     6.009500e-03
 * time: 3095.369879961014
    87    -3.157375e+00     6.477717e-03
 * time: 3131.12868309021
    88    -3.157389e+00     2.594780e-02
 * time: 3166.4979050159454
    89    -3.157422e+00     5.464491e-03
 * time: 3202.065577030182
    90    -3.157436e+00     5.575939e-03
 * time: 3237.42995095253
    91    -3.157460e+00     8.788840e-03
 * time: 3273.145106077194
    92    -3.157497e+00     1.437945e-02
 * time: 3308.685774087906
    93    -3.157523e+00     2.720269e-02
 * time: 3344.223648071289
    94    -3.157559e+00     7.095771e-03
 * time: 3380.0072751045227
    95    -3.157577e+00     7.402792e-03
 * time: 3415.737251996994
    96    -3.157606e+00     9.364823e-03
 * time: 3451.479891061783

signal (15): Terminated
in expression starting at /home/kmsherbert/HPCJobs/RealWindowedPulse/start.jl:29
__memmove_ssse3 at /lib64/libc.so.6 (unknown line)
jl_new_bits at /buildworker/worker/package_linux64/build/src/datatype.c:805
jl_get_nth_field at /buildworker/worker/package_linux64/build/src/datatype.c:1423
jl_get_nth_field_checked at /buildworker/worker/package_linux64/build/src/datatype.c:1439
jl_f_getfield at /buildworker/worker/package_linux64/build/src/builtins.c:888
getindex at ./tuple.jl:29 [inlined]
iterate at ./tuple.jl:69 [inlined]
partial at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/Signals.jl:179
unknown function (ip: 0x2aaac78ea4cf)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
partial at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/Signals.jl:284
#3 at ./none:0 [inlined]
iterate at ./generator.jl:47 [inlined]
collect_to! at ./array.jl:782
collect_to_with_first! at ./array.jl:760
unknown function (ip: 0x2aaac78eabb3)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
collect at ./array.jl:734
partial at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/Signals.jl:23 [inlined]
gradient at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/devices/TransmonDevices.jl:168
GradientFunction at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/costfns/ProjectedEnergy.jl:129
unknown function (ip: 0x2aaac78d07e6)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
ArbitraryGradientFunction at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/CostFunctions.jl:30
unknown function (ip: 0x2aaac78cb859)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
CompositeGradientFunction at /home/kmsherbert/.julia/packages/CtrlVQE/hCAH7/src/CostFunctions.jl:76
fg! at /home/kmsherbert/.julia/packages/NLSolversBase/kavn7/src/objective_types/abstract.jl:13
unknown function (ip: 0x2aaac78cb797)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
value_gradient!! at /home/kmsherbert/.julia/packages/NLSolversBase/kavn7/src/interface.jl:82
value_gradient! at /home/kmsherbert/.julia/packages/NLSolversBase/kavn7/src/interface.jl:69
unknown function (ip: 0x2aaac78c55b9)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
value_gradient! at /home/kmsherbert/.julia/packages/Optim/29per/src/Manifolds.jl:50
ϕdϕ at /home/kmsherbert/.julia/packages/LineSearches/G1LRk/src/LineSearches.jl:35
MoreThuente at /home/kmsherbert/.julia/packages/LineSearches/G1LRk/src/morethuente.jl:226
MoreThuente at /home/kmsherbert/.julia/packages/LineSearches/G1LRk/src/morethuente.jl:154 [inlined]
perform_linesearch! at /home/kmsherbert/.julia/packages/Optim/29per/src/utilities/perform_linesearch.jl:59
update_state! at /home/kmsherbert/.julia/packages/Optim/29per/src/multivariate/solvers/first_order/l_bfgs.jl:204
optimize at /home/kmsherbert/.julia/packages/Optim/29per/src/multivariate/optimize/optimize.jl:54
optimize at /home/kmsherbert/.julia/packages/Optim/29per/src/multivariate/optimize/optimize.jl:36 [inlined]
#optimize#91 at /home/kmsherbert/.julia/packages/Optim/29per/src/multivariate/optimize/interface.jl:156 [inlined]
optimize at /home/kmsherbert/.julia/packages/Optim/29per/src/multivariate/optimize/interface.jl:154
unknown function (ip: 0x2aaac78ca3d8)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
run_optimization at /home/kmsherbert/HPCJobs/RealWindowedPulse/src/RealWindowedPulse.jl:274
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
jl_apply at /buildworker/worker/package_linux64/build/src/julia.h:1788 [inlined]
do_call at /buildworker/worker/package_linux64/build/src/interpreter.c:126
eval_value at /buildworker/worker/package_linux64/build/src/interpreter.c:215
eval_stmt_value at /buildworker/worker/package_linux64/build/src/interpreter.c:166 [inlined]
eval_body at /buildworker/worker/package_linux64/build/src/interpreter.c:587
jl_interpret_toplevel_thunk at /buildworker/worker/package_linux64/build/src/interpreter.c:731
jl_toplevel_eval_flex at /buildworker/worker/package_linux64/build/src/toplevel.c:885
jl_toplevel_eval_flex at /buildworker/worker/package_linux64/build/src/toplevel.c:830
jl_toplevel_eval_in at /buildworker/worker/package_linux64/build/src/toplevel.c:944
eval at ./boot.jl:373 [inlined]
include_string at ./loading.jl:1196
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
_include at ./loading.jl:1253
include at ./Base.jl:418
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
exec_options at ./client.jl:292
_start at ./client.jl:495
jfptr__start_38732.clone_1 at /apps/easybuild/software/tinkercliffs-rome/Julia/1.7.2-linux-x86_64/lib/julia/sys.so (unknown line)
_jl_invoke at /buildworker/worker/package_linux64/build/src/gf.c:2247 [inlined]
jl_apply_generic at /buildworker/worker/package_linux64/build/src/gf.c:2429
jl_apply at /buildworker/worker/package_linux64/build/src/julia.h:1788 [inlined]
true_main at /buildworker/worker/package_linux64/build/src/jlapi.c:559
jl_repl_entrypoint at /buildworker/worker/package_linux64/build/src/jlapi.c:701
main at julia (unknown line)
__libc_start_main at /lib64/libc.so.6 (unknown line)
unknown function (ip: 0x400808)
unknown function (ip: (nil))
Allocations: 33846282806 (Pool: 33831186963; Big: 15095843); GC: 4979
